game_label,n_agents,competition_key,competition_value,adversary_model,adversary_elo,run_count,adversary_utility_mean,adversary_utility_std,baseline_mean_utility_mean,baseline_mean_utility_std,mean_utility,consensus_rate
game1,8,comp=0.00,0.0,gemini-2.5-pro,1448.0,4,100.0,0.0,100.0,0.0,100.0,1.0
game1,8,comp=0.00,0.0,gpt-5.4-high,1484.0,4,100.0,0.0,100.0,0.0,100.0,1.0
game1,8,comp=0.25,0.25,amazon-nova-micro-v1.0,1240.0,1,43.0,,18.714285714285715,,21.75,1.0
game1,8,comp=0.25,0.25,gpt-4o-mini-2024-07-18,1317.0,4,26.094,19.99810351008315,23.4595,17.84066323524631,23.7888125,1.0
game1,8,comp=0.25,0.25,gemini-2.5-pro,1448.0,4,59.0,7.393691004272944,46.42857142857143,8.37959945789952,48.0,1.0
game1,8,comp=0.25,0.25,gpt-5.4-high,1484.0,1,59.0,,47.42857142857143,,48.875,1.0
game1,8,comp=0.50,0.5,amazon-nova-micro-v1.0,1240.0,4,21.475,16.06058840765182,22.12142857142857,5.948366265159687,22.040625,1.0
game1,8,comp=0.50,0.5,gpt-4o-mini-2024-07-18,1317.0,4,16.882325,18.126383798830368,19.41124642857143,9.033674451289894,19.09513125,1.0
game1,8,comp=0.50,0.5,claude-sonnet-4-20250514,1389.0,2,36.650000000000006,7.990306627407993,25.564285714285713,6.879138828400555,26.950000000000003,1.0
game1,8,comp=0.50,0.5,gemini-2.5-pro,1448.0,4,45.5,1.2909944487358056,29.75,2.1926748799700553,31.71875,1.0
game1,8,comp=0.75,0.75,amazon-nova-micro-v1.0,1240.0,2,11.7,3.8183766184073575,13.885714285714286,1.8182745801939806,13.6125,1.0
game1,8,comp=0.75,0.75,gpt-4o-mini-2024-07-18,1317.0,4,13.42075,11.901741703773164,12.666992857142857,3.670512883057881,12.7612125,1.0
game1,8,comp=0.75,0.75,claude-sonnet-4-20250514,1389.0,1,24.3,,12.6,,14.0625,1.0
game1,8,comp=0.75,0.75,gemini-2.5-pro,1448.0,4,25.5,3.1091263510296048,19.75,1.8308579454251857,20.46875,1.0
game1,8,comp=0.75,0.75,gpt-5.4-high,1484.0,1,31.0,,21.0,,22.25,1.0
game1,8,comp=1.00,1.0,amazon-nova-micro-v1.0,1240.0,2,16.55,11.950104602052653,10.564285714285713,0.21213203435596414,11.3125,1.0
game1,8,comp=1.00,1.0,gpt-4o-mini-2024-07-18,1317.0,2,3.43,2.022325394193526,12.438571428571429,2.2081934623911326,11.3125,1.0
