game_label,n_agents,run_count,elo_variance_mean,elo_variance_std,utility_gini_mean,utility_gini_std,mean_utility,consensus_rate,elo_variance_sem,utility_gini_sem
game1,2,64,2162.6953125,3001.466113137213,0.06000101945159986,0.06754292470249486,72.0735859375,1.0,375.18326414215164,0.008442865587811857
game1,4,31,4532.719758064516,2290.3214620322547,0.09933142110432946,0.08672290808644709,53.64677419354839,1.0,411.3538779267078,0.01557589409950657
game1,6,13,4872.844017094017,1573.6201533090896,0.1173572090847815,0.11699461601018447,65.1974358974359,1.0,436.4437039122636,0.03244846822907233
