game_label,competition_key,competition_value,run_count,elo_variance_mean,elo_variance_std,utility_gini_mean,utility_gini_std,mean_utility,consensus_rate,elo_variance_sem,utility_gini_sem
game1,comp=0.00,0.0,29,3175.7404214559388,2698.4038254775132,0.010653950855906338,0.03424819507070396,97.73297701149426,1.0,501.08101091029727,0.006359730165608013
game1,comp=0.25,0.25,18,3700.1778549382716,3961.015004894346,0.08464688872934412,0.04074968699286519,65.83842592592593,1.0,933.6201901141527,0.009604793334628077
game1,comp=0.50,0.5,22,3391.1300505050503,2518.350324583021,0.10326775647315051,0.08930968473956015,58.01150757575758,1.0,536.9140932354842,0.019040888763967954
game1,comp=0.75,0.75,19,3297.184210526316,3022.681114148021,0.08686756857263025,0.08027296418035614,54.301315789473676,1.0,693.4506060589555,0.01841588098740172
game1,comp=1.00,1.0,20,2316.1375,2570.7635968817963,0.1345,0.09624393350670009,39.8,1.0,574.8402156709562,0.02152079777429511
