game_label,run_count,elo_variance_mean,elo_variance_std,utility_gini_mean,utility_gini_std,mean_utility,consensus_rate,elo_variance_sem,utility_gini_sem
game1,108,3169.2017103909466,2924.019412181624,0.07819428719665522,0.08272576387960139,65.9567237654321,1.0,281.3638991231253,0.007960290340800879
