competition_level,num_runs,avg_utility,std_utility
0.0,118,95.07409703389831,15.45436657174557
0.25,119,77.45528408067227,16.10417945735177
0.5,119,70.37480336134453,15.434342575595148
0.75,117,63.49795973538462,14.639855760309347
0.9,116,52.83837314716379,13.555999632166595
0.95,116,51.2957990447069,11.6983169883905
1.0,114,39.38258661912281,14.36321557837751
