total_runs,eligible_runs,explicit_coalition_plans,plan_pct_of_all_runs,plan_pct_of_eligible_runs,accepted_plans,accepted_pct_of_plans,harmful_nonzero,literal_zero,literal_zero_pct_of_plans,literal_zero_pct_of_accepted,harmful_nonzero_pct_of_plans,harmful_nonzero_pct_of_accepted
3055,2444,111,3.633,4.542,43,38.739,17,14,12.613,32.558,15.315,39.535
