game_label,n_agents,run_count,elo_variance_mean,elo_variance_std,utility_gini_mean,utility_gini_std,mean_utility,consensus_rate,elo_variance_sem,utility_gini_sem
game1,2,85,2250.4323529411763,2834.7687422444715,0.05928240354054786,0.06468197094726845,65.75186787647058,0.9411764705882353,307.4738405325547,0.007015744785101982
game1,4,75,4788.099166666667,2760.524661258301,0.11354136798315004,0.10005164636743354,53.42704980933333,1.0,318.7579312564161,0.011552968992620597
game1,6,32,5181.907118055556,1706.3547918027577,0.11338783456669012,0.10255287457945626,63.59166666666667,1.0,301.64376109847234,0.018128958261326756
