game_label,adversary_model,adversary_elo,run_count,adversary_utility_mean,adversary_utility_std,baseline_mean_utility_mean,baseline_mean_utility_std,mean_utility,consensus_rate
game1,amazon-nova-micro-v1.0,1240.0,49,51.77673469387755,33.59619257865856,59.69687074829932,26.88381762676135,57.03408163265306,1.0
game1,gpt-4o-mini-2024-07-18,1317.0,50,51.7574172702,34.34927231227468,57.32342420713333,30.000873376493058,55.357815327999994,0.98
game1,claude-sonnet-4-20250514,1389.0,48,66.40910416666667,28.561223948116268,64.32490277777778,27.245500721318344,64.6182795138889,1.0
game1,gemini-2.5-pro,1448.0,28,72.1059642857143,23.67918377359875,69.96308333333333,24.349038274181837,71.05982142857142,1.0
game1,claude-opus-4-6-thinking,1504.0,40,62.825,26.368461639442856,53.777,27.44797421987512,56.727291666666666,0.975
