game_label,run_count,elo_variance_mean,elo_variance_std,utility_gini_mean,utility_gini_std,mean_utility,consensus_rate,elo_variance_sem,utility_gini_sem
game1,192,3730.287579571759,2954.0059741726245,0.08949488336362971,0.09030063134431913,60.57745228402778,0.9739583333333334,213.18701804704094,0.006516886726829476
