game_label,competition_key,competition_value,run_count,elo_variance_mean,elo_variance_std,utility_gini_mean,utility_gini_std,mean_utility,consensus_rate,elo_variance_sem,utility_gini_sem
game1,comp=0.00,0.0,48,3711.201244212963,2509.951503093955,0.014112200571934639,0.046835639616710584,97.40117361111112,1.0,362.2802939910502,0.00676014228509404
game1,comp=0.25,0.25,41,4310.55216802168,3558.315876956596,0.09525868229337846,0.06641388151042994,58.44431916341463,0.9512195121951219,555.715576492266,0.010372105717107984
game1,comp=0.50,0.5,37,4101.406531531531,2869.2569820120307,0.11822902726994712,0.08148215471767536,51.48252485135135,1.0,471.70294216160363,0.013395583719044271
game1,comp=0.75,0.75,32,3394.419921875,2895.065854514261,0.09298599985460879,0.08038652442538609,47.1369296875,0.9375,511.78017442716515,0.014210464134302134
game1,comp=1.00,1.0,34,2969.748161764706,2837.7547518002484,0.15441176470588236,0.10874465995863299,33.71065441176471,0.9705882352941176,486.67092491517394,0.01864955532470879
